customerid,tenure_group,contract,paymentmethod,monthlycharges,total_revenue,churn_flag,risk_level,value_segment,lifecycle_stage
9903-LYSAB,1-2 years,Month-to-month,Electronic check,73.15,1316.7,0,Low Risk,Mid Value,Growing (1-2y)
0094-OIFMO,0-1 year,Month-to-month,Electronic check,95,1045,1,High Risk,Mid Value,New (0-1y)
9227-UAQFT,1-2 years,Two year,Mailed check,19.75,316,0,Low Risk,Low Value,Growing (1-2y)
7301-ABVAD,4+ years,Two year,Bank transfer (automatic),86.6,6235.2,0,Low Risk,High Value,Loyal (4y+)
6614-FHDBO,4+ years,Two year,Bank transfer (automatic),109.2,7862.4,0,Low Risk,High Value,Loyal (4y+)
7576-ASEJU,2-4 years,One year,Credit card (automatic),74.7,3062.7,0,Low Risk,High Value,Mature (2-4y)
9058-HRZSV,4+ years,Month-to-month,Electronic check,94.4,6136,0,Low Risk,High Value,Loyal (4y+)
4522-AKYLR,1-2 years,Month-to-month,Electronic check,54.8,712.4,0,Low Risk,Low Value,Growing (1-2y)
0221-WMXNQ,0-1 year,Month-to-month,Electronic check,75.35,301.4,0,Low Risk,Low Value,New (0-1y)
0303-UNCIP,2-4 years,One year,Mailed check,65,2665,0,Low Risk,Mid Value,Mature (2-4y)
9947-OTFQU,1-2 years,Month-to-month,Electronic check,74.4,1116,1,High Risk,Mid Value,Growing (1-2y)
0322-YINQP,0-1 year,Month-to-month,Mailed check,48.55,48.55,1,High Risk,Low Value,New (0-1y)
0959-WHOKV,2-4 years,One year,Electronic check,99,4158,0,Low Risk,High Value,Mature (2-4y)
4075-JFPGR,4+ years,One year,Electronic check,93.5,4768.5,0,Low Risk,High Value,Loyal (4y+)
4629-NRXKX,0-1 year,Month-to-month,Electronic check,70.4,140.8,1,High Risk,Low Value,New (0-1y)
9514-JDSKI,0-1 year,Month-to-month,Electronic check,40.2,40.2,1,High Risk,Low Value,New (0-1y)
3282-ZISZV,2-4 years,One year,Credit card (automatic),83.7,2678.4,0,Low Risk,Mid Value,Mature (2-4y)
3675-YDUPJ,0-1 year,Month-to-month,Mailed check,19.85,198.5,0,Low Risk,Low Value,New (0-1y)
4111-BNXIF,4+ years,Two year,Electronic check,59.55,3989.85,0,Low Risk,High Value,Loyal (4y+)
7017-VFHAY,4+ years,Two year,Credit card (automatic),115.1,7021.1,0,Low Risk,High Value,Loyal (4y+)
6655-LHBYW,4+ years,One year,Credit card (automatic),114.35,5717.5,0,Low Risk,High Value,Loyal (4y+)
4959-JOSRX,0-1 year,Month-to-month,Credit card (automatic),44.6,89.2,1,High Risk,Low Value,New (0-1y)
5046-NUHWD,2-4 years,Month-to-month,Electronic check,45,1305,0,Low Risk,Mid Value,Mature (2-4y)
7273-TEFQD,0-1 year,Month-to-month,Electronic check,41.15,123.45,1,High Risk,Low Value,New (0-1y)
3606-TWKGI,1-2 years,Month-to-month,Electronic check,106.9,1389.7,1,High Risk,Mid Value,Growing (1-2y)
7529-ZDFXI,4+ years,Month-to-month,Electronic check,89.85,5121.45,0,Low Risk,High Value,Loyal (4y+)
7605-BDWDC,2-4 years,Two year,Bank transfer (automatic),49.85,1545.35,0,Low Risk,Mid Value,Mature (2-4y)
1950-KSVVJ,2-4 years,One year,Mailed check,113.3,5098.5,0,Low Risk,High Value,Mature (2-4y)
0123-CRBRT,4+ years,Two year,Mailed check,88.1,5374.1,0,Low Risk,High Value,Loyal (4y+)
6292-TOSSS,4+ years,Two year,Bank transfer (automatic),24.9,1245,0,Low Risk,Mid Value,Loyal (4y+)
3197-ARFOY,1-2 years,Month-to-month,Mailed check,105,1995,0,Low Risk,Mid Value,Growing (1-2y)
6323-AYBRX,4+ years,Two year,Mailed check,19.35,1141.65,1,Medium Risk,Mid Value,Loyal (4y+)
7014-ZZXAW,4+ years,Two year,Credit card (automatic),24.25,1721.75,0,Low Risk,Mid Value,Loyal (4y+)
4385-GZQXV,1-2 years,Month-to-month,Electronic check,94.45,1511.2,1,High Risk,Mid Value,Growing (1-2y)
7633-MVPUY,4+ years,Two year,Electronic check,59.75,3405.75,0,Low Risk,High Value,Loyal (4y+)
6366-ZGQGL,0-1 year,Month-to-month,Bank transfer (automatic),24.8,24.8,1,High Risk,Low Value,New (0-1y)
4716-HHKQH,1-2 years,Month-to-month,Electronic check,107.05,2141,0,Low Risk,Mid Value,Growing (1-2y)
5940-AHUHD,0-1 year,Month-to-month,Mailed check,70.6,70.6,1,High Risk,Low Value,New (0-1y)
6432-TWQLB,0-1 year,Month-to-month,Electronic check,85.4,427,1,High Risk,Low Value,New (0-1y)
4484-GLZOU,4+ years,Month-to-month,Electronic check,105.05,5462.6,1,High Risk,High Value,Loyal (4y+)
3179-GBRWV,1-2 years,Month-to-month,Bank transfer (automatic),64.95,1363.95,0,Low Risk,Mid Value,Growing (1-2y)
8645-KWHJO,1-2 years,Month-to-month,Electronic check,55,770,0,Low Risk,Low Value,Growing (1-2y)
4130-MZLCC,0-1 year,Month-to-month,Bank transfer (automatic),50.55,252.75,0,Low Risk,Low Value,New (0-1y)
0314-TKOSI,0-1 year,Month-to-month,Mailed check,55.15,330.9,0,Low Risk,Low Value,New (0-1y)
8229-MYEJZ,0-1 year,Month-to-month,Electronic check,51.2,512,0,Low Risk,Low Value,New (0-1y)
2080-SRCDE,0-1 year,Month-to-month,Mailed check,25.4,25.4,0,Low Risk,Low Value,New (0-1y)
9577-WJVCQ,4+ years,Month-to-month,Mailed check,54.45,3702.6,0,Low Risk,High Value,Loyal (4y+)
9512-UIBFX,1-2 years,Month-to-month,Mailed check,95.15,1712.7,1,High Risk,Mid Value,Growing (1-2y)
6202-DYYFX,1-2 years,One year,Credit card (automatic),76,1672,0,Low Risk,Mid Value,Growing (1-2y)
3808-HFKDE,1-2 years,Month-to-month,Electronic check,44.35,887,0,Low Risk,Low Value,Growing (1-2y)
5583-SXDAG,0-1 year,Month-to-month,Electronic check,70,70,1,High Risk,Low Value,New (0-1y)
3488-PGMQJ,0-1 year,Month-to-month,Electronic check,74.5,596,1,High Risk,Low Value,New (0-1y)
3580-REOAC,0-1 year,Month-to-month,Credit card (automatic),44.85,448.5,1,High Risk,Low Value,New (0-1y)
7534-BFESC,1-2 years,Month-to-month,Electronic check,76.1,1826.4,1,High Risk,Mid Value,Growing (1-2y)
3727-OWVYD,2-4 years,One year,Mailed check,61.2,2142,0,Low Risk,Mid Value,Mature (2-4y)
2294-SALNE,1-2 years,One year,Mailed check,86.8,1996.4,0,Low Risk,Mid Value,Growing (1-2y)
4847-TAJYI,0-1 year,Month-to-month,Electronic check,89.35,536.1,0,Low Risk,Low Value,New (0-1y)
1563-IWQEX,0-1 year,Month-to-month,Mailed check,19.7,236.4,0,Low Risk,Low Value,New (0-1y)
8203-XJZRC,0-1 year,Month-to-month,Mailed check,20.25,20.25,0,Low Risk,Low Value,New (0-1y)
6556-DBKZF,4+ years,Two year,Electronic check,76.05,5399.55,0,Low Risk,High Value,Loyal (4y+)
6851-WEFYX,2-4 years,Month-to-month,Electronic check,100.8,3528,0,Low Risk,High Value,Mature (2-4y)
2985-JUUBZ,2-4 years,Month-to-month,Electronic check,74.55,2982,0,Low Risk,Mid Value,Mature (2-4y)
6390-DSAZX,0-1 year,Month-to-month,Mailed check,73.6,73.6,1,High Risk,Low Value,New (0-1y)
0895-LMRSF,1-2 years,One year,Bank transfer (automatic),64.9,1492.7,0,Low Risk,Mid Value,Growing (1-2y)
8098-LLAZX,0-1 year,Month-to-month,Electronic check,95.45,381.8,1,High Risk,Low Value,New (0-1y)
8266-VBFQL,0-1 year,Month-to-month,Electronic check,90.4,361.6,0,Low Risk,Low Value,New (0-1y)
8181-YHCMF,4+ years,Two year,Credit card (automatic),60.3,4100.4,0,Low Risk,High Value,Loyal (4y+)
2240-HSJQD,2-4 years,Month-to-month,Mailed check,81.85,3110.3,0,Low Risk,High Value,Mature (2-4y)
1248-DYXUB,4+ years,Two year,Mailed check,24.8,1289.6,0,Low Risk,Mid Value,Loyal (4y+)
0265-EDXBD,2-4 years,Month-to-month,Electronic check,74.9,2396.8,1,High Risk,Mid Value,Mature (2-4y)
4115-BNPJY,2-4 years,Two year,Mailed check,75.55,2190.95,0,Low Risk,Mid Value,Mature (2-4y)
3167-SNQPL,2-4 years,Month-to-month,Electronic check,101.15,3843.7,0,Low Risk,High Value,Mature (2-4y)
4091-TVOCN,2-4 years,One year,Credit card (automatic),78.75,3780,0,Low Risk,High Value,Mature (2-4y)
1098-TDVUQ,0-1 year,Month-to-month,Bank transfer (automatic),19.25,19.25,0,Low Risk,Low Value,New (0-1y)
7277-OZCGZ,1-2 years,Month-to-month,Electronic check,89.05,1959.1,0,Low Risk,Mid Value,Growing (1-2y)
1557-EMYVT,2-4 years,Two year,Credit card (automatic),115.05,4947.15,0,Low Risk,High Value,Mature (2-4y)
2799-ARNLO,0-1 year,Month-to-month,Electronic check,69.35,346.75,0,Low Risk,Low Value,New (0-1y)
7563-BIUPC,0-1 year,Month-to-month,Electronic check,80.6,403,1,High Risk,Low Value,New (0-1y)
5027-YOCXN,4+ years,One year,Credit card (automatic),110.05,5612.55,0,Low Risk,High Value,Loyal (4y+)
3973-SKMLN,4+ years,Two year,Credit card (automatic),19.9,1412.9,0,Low Risk,Mid Value,Loyal (4y+)
2321-OMBXY,2-4 years,One year,Credit card (automatic),80.3,3051.4,1,High Risk,High Value,Mature (2-4y)
2840-XANRC,1-2 years,Month-to-month,Electronic check,93.15,2235.6,1,High Risk,Mid Value,Growing (1-2y)
6745-JEFZB,2-4 years,Month-to-month,Credit card (automatic),91.5,3202.5,0,Low Risk,High Value,Mature (2-4y)
5020-ZSTTY,4+ years,One year,Bank transfer (automatic),82.45,4452.3,1,High Risk,High Value,Loyal (4y+)
9880-TDQAC,4+ years,Two year,Electronic check,60,4320,0,Low Risk,High Value,Loyal (4y+)
8705-WZCYL,0-1 year,Month-to-month,Electronic check,44.8,44.8,0,Low Risk,Low Value,New (0-1y)
7102-JJVTX,0-1 year,One year,Mailed check,48.6,437.4,0,Low Risk,Low Value,New (0-1y)
8626-PTQGE,4+ years,Two year,Bank transfer (automatic),60.05,4143.45,0,Low Risk,High Value,Loyal (4y+)
4983-CLMLV,4+ years,Month-to-month,Credit card (automatic),102.7,5340.4,0,Low Risk,High Value,Loyal (4y+)
5701-YVSVF,0-1 year,Month-to-month,Electronic check,82.9,911.9,0,Low Risk,Low Value,New (0-1y)
5804-LEPIM,0-1 year,Month-to-month,Electronic check,70.35,140.7,1,High Risk,Low Value,New (0-1y)
5697-GOMBF,2-4 years,Month-to-month,Electronic check,35.9,1005.2,0,Low Risk,Mid Value,Mature (2-4y)
2739-CACDQ,1-2 years,Month-to-month,Credit card (automatic),82.65,1405.05,0,Low Risk,Mid Value,Growing (1-2y)
9385-EHGDO,2-4 years,Two year,Mailed check,19.85,694.75,0,Low Risk,Low Value,Mature (2-4y)
9498-FIMXL,0-1 year,One year,Mailed check,19.2,153.6,0,Low Risk,Low Value,New (0-1y)
2379-GYFLQ,2-4 years,One year,Credit card (automatic),94.9,4365.4,0,Low Risk,High Value,Mature (2-4y)
0122-OAHPZ,0-1 year,Month-to-month,Electronic check,73.85,516.95,1,High Risk,Low Value,New (0-1y)
2868-SNELZ,0-1 year,Month-to-month,Mailed check,80.6,161.2,1,High Risk,Low Value,New (0-1y)
4322-RCYMT,4+ years,One year,Bank transfer (automatic),75.8,5154.4,1,High Risk,High Value,Loyal (4y+)
6680-NENYN,2-4 years,Two year,Electronic check,104.6,4497.8,1,High Risk,High Value,Mature (2-4y)
2088-IEBAU,4+ years,Two year,Electronic check,88.15,5994.2,0,Low Risk,High Value,Loyal (4y+)
7982-VCELR,2-4 years,Month-to-month,Credit card (automatic),94.8,3412.8,0,Low Risk,High Value,Mature (2-4y)
1343-EHPYB,4+ years,Month-to-month,Electronic check,103.4,6514.2,1,High Risk,High Value,Loyal (4y+)
6035-BXTTY,2-4 years,Month-to-month,Bank transfer (automatic),54.65,1748.8,0,Low Risk,Mid Value,Mature (2-4y)
6885-PKOAM,4+ years,Two year,Credit card (automatic),85.75,6088.25,0,Low Risk,High Value,Loyal (4y+)
7520-HQWJU,4+ years,Month-to-month,Bank transfer (automatic),67.45,4451.7,0,Low Risk,High Value,Loyal (4y+)
9639-BUJXT,4+ years,One year,Mailed check,20.5,1291.5,0,Low Risk,Mid Value,Loyal (4y+)
5924-SNGKP,2-4 years,One year,Credit card (automatic),20.25,830.25,0,Low Risk,Low Value,Mature (2-4y)
0021-IKXGC,0-1 year,Month-to-month,Electronic check,72.1,72.1,0,Low Risk,Low Value,New (0-1y)
2034-GDRCN,0-1 year,Month-to-month,Electronic check,90.4,180.8,1,High Risk,Low Value,New (0-1y)
8966-SNIZF,4+ years,Two year,Bank transfer (automatic),19.45,1361.5,0,Low Risk,Mid Value,Loyal (4y+)
6243-OZGFH,1-2 years,Month-to-month,Electronic check,44.95,1033.85,0,Low Risk,Mid Value,Growing (1-2y)
4654-DLAMQ,4+ years,One year,Bank transfer (automatic),97,6208,0,Low Risk,High Value,Loyal (4y+)
0513-RBGPE,2-4 years,Two year,Credit card (automatic),62.8,2323.6,0,Low Risk,Mid Value,Mature (2-4y)
5160-UXJED,1-2 years,One year,Mailed check,44.6,758.2,0,Low Risk,Low Value,Growing (1-2y)
4115-NZRKS,0-1 year,Month-to-month,Electronic check,89.15,624.05,0,Low Risk,Low Value,New (0-1y)
0219-YTZUE,0-1 year,Month-to-month,Bank transfer (automatic),84.8,339.2,1,High Risk,Low Value,New (0-1y)
0623-IIHUG,1-2 years,Month-to-month,Electronic check,41.9,879.9,1,High Risk,Low Value,Growing (1-2y)
4572-DVCGN,0-1 year,Month-to-month,Bank transfer (automatic),80.25,802.5,1,High Risk,Low Value,New (0-1y)
3351-NGXYI,1-2 years,Month-to-month,Electronic check,54.1,865.6,0,Low Risk,Low Value,Growing (1-2y)
8984-EYLLL,4+ years,Two year,Electronic check,105.25,6736,0,Low Risk,High Value,Loyal (4y+)
9057-MSWCO,2-4 years,Month-to-month,Credit card (automatic),30.75,830.25,1,High Risk,Low Value,Mature (2-4y)
9833-TGFHX,2-4 years,One year,Electronic check,97.1,4078.2,0,Low Risk,High Value,Mature (2-4y)
9294-TDIPC,0-1 year,Month-to-month,Mailed check,20.2,101,0,Low Risk,Low Value,New (0-1y)
5229-DTFYB,2-4 years,Two year,Bank transfer (automatic),98.8,4050.8,0,Low Risk,High Value,Mature (2-4y)
0104-PPXDV,4+ years,One year,Credit card (automatic),50.3,2917.4,0,Low Risk,Mid Value,Loyal (4y+)
5176-LMJXE,2-4 years,Two year,Mailed check,20.55,965.85,0,Low Risk,Low Value,Mature (2-4y)
3583-KRKMD,1-2 years,Month-to-month,Bank transfer (automatic),75.9,1366.2,0,Low Risk,Mid Value,Growing (1-2y)
1010-DIAUQ,0-1 year,Month-to-month,Bank transfer (automatic),96.5,482.5,1,High Risk,Low Value,New (0-1y)
9069-LGEUL,1-2 years,Month-to-month,Bank transfer (automatic),59.95,1378.85,0,Low Risk,Mid Value,Growing (1-2y)
7302-ZHMHP,0-1 year,Month-to-month,Mailed check,19.15,19.15,0,Low Risk,Low Value,New (0-1y)
9571-EDEBV,4+ years,One year,Credit card (automatic),98.65,7004.15,0,Low Risk,High Value,Loyal (4y+)
3520-FJGCV,4+ years,Two year,Credit card (automatic),112.6,8107.2,0,Low Risk,High Value,Loyal (4y+)
6563-VRERX,2-4 years,One year,Mailed check,20.6,679.8,0,Low Risk,Low Value,Mature (2-4y)
0259-GBZSH,0-1 year,Month-to-month,Electronic check,85.65,171.3,1,High Risk,Low Value,New (0-1y)
6122-EFVKN,1-2 years,Two year,Mailed check,35.75,858,0,Low Risk,Low Value,Growing (1-2y)
2805-EDJPQ,4+ years,One year,Credit card (automatic),99.75,5586,0,Low Risk,High Value,Loyal (4y+)
6862-CQUMB,2-4 years,Month-to-month,Credit card (automatic),96.1,3555.7,0,Low Risk,High Value,Mature (2-4y)
7156-MXBJE,2-4 years,One year,Credit card (automatic),85.1,3659.3,0,Low Risk,High Value,Mature (2-4y)
6158-HDPXZ,0-1 year,Month-to-month,Mailed check,25.35,25.35,0,Low Risk,Low Value,New (0-1y)
9601-BRXPO,2-4 years,Month-to-month,Bank transfer (automatic),104.95,2623.75,1,High Risk,Mid Value,Mature (2-4y)
2863-IMQDR,4+ years,Two year,Electronic check,89.65,5468.65,0,Low Risk,High Value,Loyal (4y+)
5686-CMAWK,1-2 years,One year,Electronic check,86.75,1474.75,0,Low Risk,Mid Value,Growing (1-2y)
5651-CRHKQ,2-4 years,One year,Bank transfer (automatic),86.2,3534.2,0,Low Risk,High Value,Mature (2-4y)
6905-NIQIN,0-1 year,Month-to-month,Mailed check,50.65,50.65,1,High Risk,Low Value,New (0-1y)
8204-YJCLA,4+ years,Two year,Bank transfer (automatic),64.8,4665.6,0,Low Risk,High Value,Loyal (4y+)
5167-ZFFMM,0-1 year,Month-to-month,Credit card (automatic),90.85,90.85,1,High Risk,Low Value,New (0-1y)
6583-SZVGP,2-4 years,Two year,Bank transfer (automatic),108.1,5188.8,0,Low Risk,High Value,Mature (2-4y)
4895-TMWIR,0-1 year,Month-to-month,Mailed check,19.95,219.45,1,High Risk,Low Value,New (0-1y)
0533-BNWKF,4+ years,Month-to-month,Electronic check,85.45,4699.75,1,High Risk,High Value,Loyal (4y+)
1708-PBBOA,2-4 years,One year,Electronic check,54.75,2299.5,0,Low Risk,Mid Value,Mature (2-4y)
8782-LKFPK,2-4 years,Month-to-month,Mailed check,90.4,3977.6,0,Low Risk,High Value,Mature (2-4y)
5522-JBWMO,0-1 year,Month-to-month,Electronic check,44,44,0,Low Risk,Low Value,New (0-1y)
3597-MVHJT,2-4 years,Month-to-month,Bank transfer (automatic),95.6,2581.2,0,Low Risk,Mid Value,Mature (2-4y)
9774-NRNAU,2-4 years,Month-to-month,Bank transfer (automatic),84.8,2289.6,0,Low Risk,Mid Value,Mature (2-4y)
0224-RLWWD,0-1 year,Month-to-month,Electronic check,44.3,88.6,0,Low Risk,Low Value,New (0-1y)
9967-ATRFS,1-2 years,Month-to-month,Mailed check,19.9,378.1,0,Low Risk,Low Value,Growing (1-2y)
3951-NJCVI,2-4 years,Month-to-month,Electronic check,95.05,3992.1,0,Low Risk,High Value,Mature (2-4y)
2977-CEBSX,4+ years,Two year,Credit card (automatic),90.05,5943.3,0,Low Risk,High Value,Loyal (4y+)
0177-PXBAT,2-4 years,Month-to-month,Bank transfer (automatic),109.9,3626.7,0,Low Risk,High Value,Mature (2-4y)
6599-CEBNN,2-4 years,Month-to-month,Credit card (automatic),73.95,2514.3,1,High Risk,Mid Value,Mature (2-4y)
2519-ERQOJ,2-4 years,Month-to-month,Electronic check,54.6,1801.8,0,Low Risk,Mid Value,Mature (2-4y)
5876-QMYLD,1-2 years,One year,Mailed check,20.05,461.15,0,Low Risk,Low Value,Growing (1-2y)
2277-AXSDC,2-4 years,One year,Bank transfer (automatic),19.75,632,0,Low Risk,Low Value,Mature (2-4y)
9442-JTWDL,0-1 year,One year,Credit card (automatic),20.05,220.55,0,Low Risk,Low Value,New (0-1y)
0979-PHULV,4+ years,Month-to-month,Credit card (automatic),99.45,6862.05,1,High Risk,High Value,Loyal (4y+)
3067-SVMTC,4+ years,One year,Bank transfer (automatic),55.9,3801.2,0,Low Risk,High Value,Loyal (4y+)
5495-GPSRW,1-2 years,Two year,Mailed check,19.7,394,0,Low Risk,Low Value,Growing (1-2y)
7606-BPHHN,4+ years,Two year,Credit card (automatic),19.8,1425.6,0,Low Risk,Mid Value,Loyal (4y+)
4742-DRORA,4+ years,One year,Bank transfer (automatic),95.4,5724,0,Low Risk,High Value,Loyal (4y+)
0111-KLBQG,2-4 years,Month-to-month,Mailed check,93.95,3006.4,0,Low Risk,High Value,Mature (2-4y)
4800-VHZKI,0-1 year,Month-to-month,Mailed check,19.9,19.9,1,High Risk,Low Value,New (0-1y)
7989-CHGTL,0-1 year,Month-to-month,Mailed check,19.6,19.6,1,High Risk,Low Value,New (0-1y)
0334-GDDSO,0-1 year,Month-to-month,Electronic check,81.35,244.05,1,High Risk,Low Value,New (0-1y)
4163-NCJAK,2-4 years,One year,Bank transfer (automatic),24.45,1124.7,0,Low Risk,Mid Value,Mature (2-4y)
5233-AOZUF,2-4 years,Month-to-month,Electronic check,74.95,2173.55,0,Low Risk,Mid Value,Mature (2-4y)
5973-EJGDP,4+ years,Month-to-month,Electronic check,87.35,4454.85,0,Low Risk,High Value,Loyal (4y+)
1996-DBMUS,2-4 years,Month-to-month,Bank transfer (automatic),70.65,3391.2,0,Low Risk,High Value,Mature (2-4y)
7916-VCCPB,1-2 years,Month-to-month,Bank transfer (automatic),73.25,1172,0,Low Risk,Mid Value,Growing (1-2y)
4686-GEFRM,4+ years,Two year,Bank transfer (automatic),98.7,6909,0,Low Risk,High Value,Loyal (4y+)
5249-QYHEX,2-4 years,Two year,Mailed check,24.8,992,0,Low Risk,Low Value,Mature (2-4y)
0578-SKVMF,1-2 years,Month-to-month,Electronic check,83.3,1832.6,1,High Risk,Mid Value,Growing (1-2y)
5564-NEMQO,0-1 year,Month-to-month,Bank transfer (automatic),75.3,75.3,1,High Risk,Low Value,New (0-1y)
2233-FAGXV,0-1 year,Month-to-month,Mailed check,24.3,121.5,0,Low Risk,Low Value,New (0-1y)
5605-IYGFG,0-1 year,Month-to-month,Bank transfer (automatic),69.85,488.95,0,Low Risk,Low Value,New (0-1y)
7663-ZTEGJ,2-4 years,One year,Credit card (automatic),100.55,2915.95,0,Low Risk,Mid Value,Mature (2-4y)
3935-TBRZZ,2-4 years,One year,Mailed check,25.7,1130.8,0,Low Risk,Mid Value,Mature (2-4y)
8111-BKVDS,0-1 year,Month-to-month,Bank transfer (automatic),40.7,407,0,Low Risk,Low Value,New (0-1y)
2055-SIFSS,4+ years,Month-to-month,Bank transfer (automatic),51.65,2840.75,0,Low Risk,Mid Value,Loyal (4y+)
2806-MLNTI,4+ years,One year,Bank transfer (automatic),105.1,5465.2,0,Low Risk,High Value,Loyal (4y+)
8734-DKSTZ,0-1 year,Month-to-month,Electronic check,85.95,859.5,0,Low Risk,Low Value,New (0-1y)
4360-PNRQB,1-2 years,Month-to-month,Bank transfer (automatic),75.6,1360.8,0,Low Risk,Mid Value,Growing (1-2y)
6152-ONASV,4+ years,One year,Bank transfer (automatic),58.25,3961,0,Low Risk,High Value,Loyal (4y+)
9063-ZGTUY,4+ years,Month-to-month,Mailed check,19.4,1183.4,1,High Risk,Mid Value,Loyal (4y+)
7781-HVGMK,4+ years,Two year,Credit card (automatic),65.2,4694.4,0,Low Risk,High Value,Loyal (4y+)
2181-UAESM,0-1 year,Month-to-month,Electronic check,53.45,106.9,0,Low Risk,Low Value,New (0-1y)
2957-LOLHO,0-1 year,Month-to-month,Bank transfer (automatic),45.4,544.8,1,High Risk,Low Value,New (0-1y)
6048-NJXHX,2-4 years,Two year,Electronic check,19.75,809.75,0,Low Risk,Low Value,Mature (2-4y)
2320-SLKMB,2-4 years,Month-to-month,Credit card (automatic),44.45,1155.7,0,Low Risk,Mid Value,Mature (2-4y)
4980-URKXC,2-4 years,One year,Bank transfer (automatic),20.85,750.6,0,Low Risk,Low Value,Mature (2-4y)
4376-KFVRS,4+ years,Two year,Credit card (automatic),114.05,8211.6,0,Low Risk,High Value,Loyal (4y+)
5886-VLQVU,2-4 years,Month-to-month,Bank transfer (automatic),89.85,3144.75,0,Low Risk,High Value,Mature (2-4y)
3577-AMVUX,0-1 year,Month-to-month,Mailed check,55.05,55.05,0,Low Risk,Low Value,New (0-1y)
0771-WLCLA,1-2 years,Month-to-month,Electronic check,112.95,1807.2,0,Low Risk,Mid Value,Growing (1-2y)
5628-RKIFK,4+ years,Month-to-month,Credit card (automatic),101.55,4975.95,0,Low Risk,High Value,Loyal (4y+)
0206-TBWLC,4+ years,One year,Mailed check,114.65,6191.1,0,Low Risk,High Value,Loyal (4y+)
2937-FTHUR,1-2 years,Month-to-month,Electronic check,64.8,1166.4,0,Low Risk,Mid Value,Growing (1-2y)
1910-FMXJM,2-4 years,Month-to-month,Electronic check,80.4,2894.4,0,Low Risk,Mid Value,Mature (2-4y)
7752-XUSCI,4+ years,Month-to-month,Electronic check,105.9,6354,1,High Risk,High Value,Loyal (4y+)
4110-PFEUZ,0-1 year,Month-to-month,Mailed check,69.55,69.55,1,High Risk,Low Value,New (0-1y)
0732-OCQOC,4+ years,Two year,Bank transfer (automatic),25.05,1302.6,0,Low Risk,Mid Value,Loyal (4y+)
5168-MSWXT,0-1 year,Month-to-month,Electronic check,94.75,758,0,Low Risk,Low Value,New (0-1y)
1090-ESELR,4+ years,Two year,Bank transfer (automatic),105.5,7596,0,Low Risk,High Value,Loyal (4y+)
8592-PLTMQ,4+ years,One year,Mailed check,24.7,1580.8,0,Low Risk,Mid Value,Loyal (4y+)
5760-WRAHC,1-2 years,Month-to-month,Mailed check,69.75,1534.5,0,Low Risk,Mid Value,Growing (1-2y)
8847-GEOOQ,4+ years,Month-to-month,Bank transfer (automatic),60.2,3612,0,Low Risk,High Value,Loyal (4y+)
0256-LTHVJ,2-4 years,Month-to-month,Electronic check,81.05,2269.4,1,High Risk,Mid Value,Mature (2-4y)
4785-FCIFB,4+ years,Two year,Mailed check,24.4,1488.4,0,Low Risk,Mid Value,Loyal (4y+)
